"article_name","count_numbers","total_words","count_SDG_1","norm_SDG_1","count_SDG_2","norm_SDG_2","count_SDG_3","norm_SDG_3","count_SDG_4","norm_SDG_4","count_SDG_5","norm_SDG_5","count_SDG_6","norm_SDG_6","count_SDG_7","norm_SDG_7","count_SDG_8","norm_SDG_8","count_SDG_9","norm_SDG_9","count_SDG_10","norm_SDG_10","count_SDG_11","norm_SDG_11","count_SDG_12","norm_SDG_12","count_SDG_13","norm_SDG_13","count_SDG_14","norm_SDG_14","count_SDG_15","norm_SDG_15","count_SDG_16","norm_SDG_16","count_SDG_17","norm_SDG_17","count_environmental_keywords","norm_environmental_keywords","count_social_keywords","norm_social_keywords","count_governance_keywords","norm_governance_keywords","Name","Region","Sector","Country","Year","tfidf_numbers","tfidf_SDG_1","tfidf_SDG_2","tfidf_SDG_3","tfidf_SDG_4","tfidf_SDG_5","tfidf_SDG_6","tfidf_SDG_7","tfidf_SDG_8","tfidf_SDG_9","tfidf_SDG_10","tfidf_SDG_11","tfidf_SDG_12","tfidf_SDG_13","tfidf_SDG_14","tfidf_SDG_15","tfidf_SDG_16","tfidf_SDG_17","tfidf_environmental_keywords","tfidf_social_keywords","tfidf_governance_keywords"
"ArcelorMittalPoland_2012",471,8460,0,0,0,0,73,86.2884160756501,31,36.6430260047281,0,0,2,2.36406619385343,3,3.54609929078014,22,26.0047281323877,6,7.09219858156028,1,1.18203309692671,2,2.36406619385343,5,5.91016548463357,0,0,0,0,1,1.18203309692671,23,27.1867612293144,1,1.18203309692671,57,67.3758865248227,62,73.2860520094563,51,60.2836879432624,"ArcelorMittal Poland","Europe","Metals Products","Poland",2012,0,0,0,28.8408292026871,22.0942430083308,0,1.3709680136569,2.46935915395016,8.12847827505585,2.524870549023,1.97560775889781,1.98661344780229,1.09239986371236,0,0,1.25965776048768,3.32615245379748,0.685484006828448,1.35782033585768,5.949281250297,7.37538152798571
"ArcelorMittalUkraine_2017",1326,7999,1,1.25015626953369,4,5.00062507813477,17,21.2526565820728,3,3.75046880860108,0,0,7,8.75109388673584,12,15.0018752344043,12,15.0018752344043,37,46.2557819727466,4,5.00062507813477,3,3.75046880860108,37,46.2557819727466,2,2.50031253906738,0,0,0,0,84,105.01312664083,9,11.2514064258032,139,173.771721465183,74,92.5115639454932,90,112.514064258032,"ArcelorMittal Ukraine","Europe","Metals Products","Ukraine",2017,0,4.18119453870397,18.7729645620621,7.10343597047313,2.26137899314606,0,5.07492972676344,10.4466950580914,4.68924021459313,16.4673704891274,8.35786555333191,3.15165953901876,8.54964383896094,2.04027303840574,0,0,12.8477852110135,6.52490964869584,3.50200627216226,7.50998720391649,13.7654841546574
"ArgentIndustrialLimited_2015",5883,17390,0,0,0,0,2,1.15008625646924,0,0,0,0,0,0,0,0,7,4.02530189764232,23,13.2259919493962,4,2.30017251293847,1,0.575043128234618,3,1.72512938470385,0,0,0,0,0,0,55,31.627372052904,1,0.575043128234618,21,12.075905692927,54,31.0523289246694,343,197.239792984474,"Argent Industrial Limited","Africa","Metals Products","South Africa",2015,0,0,0,0.384402018251291,0,0,0,0,1.25821653889071,4.70854237520505,3.84442590920655,0.483230298114071,0.318862662921446,0,0,0,3.86943704965864,0.333478706024651,0.243364669015743,2.52079397353474,24.1312165096893
"ArgentIndustrialLimited_2017",5573,18631,0,0,0,0,2,1.07347968439697,0,0,0,0,0,0,0,0,14,7.51435779077881,23,12.3450163705652,4,2.14695936879395,0,0,3,1.61021952659546,0,0,0,0,0,0,60,32.2043905319092,1,0.536739842198486,22,11.8082765283667,55,29.5206913209168,405,217.379636090387,"Argent Industrial Limited","Africa","Metals Products","South Africa",2017,0,0,0,0.358797224914924,0,0,0,0,2.34881494405125,4.3949091248358,3.5883509506254,0,0.297623407664856,0,0,0,3.94003212399063,0.311265884695866,0.237971161919185,2.39645731426048,26.5952168369368
"ARMZUraniumHoldingCo.(Atomredmetzoloto)_2014",5277,25160,3,1.19236883942766,1,0.397456279809221,28,11.1287758346582,11,4.37201907790143,0,0,7,2.78219395866455,1,0.397456279809221,54,21.4626391096979,31,12.3211446740859,1,0.397456279809221,7,2.78219395866455,27,10.731319554849,1,0.397456279809221,0,0,6,2.38473767885533,28,11.1287758346582,79,31.3990461049285,65,25.8346581875994,143,56.8362480127186,223,88.6327503974563,"ARMZ Uranium Holding Co. (Atomredmetzoloto)","Europe","Mining","Russian Federation",2014,0,3.98792231102064,1.49209999534911,3.7196548236669,2.63614833370335,0,1.61344844532515,0.276772369401409,6.70872599937945,4.38641063981698,0.664294182840838,2.33798188352249,1.9835133296437,0.324327186689339,0,2.54134451201727,1.36154522923817,18.2089181686695,0.52064360213102,4.61390422007815,10.8437352185755
"AuraMinerals_2014",1857,13253,2,1.50909228099298,0,0,105,79.2273447521316,18,13.5818305289368,0,0,27,20.3727457934053,3,2.26363842148947,56,42.2545838678035,9,6.79091526446842,5,3.77273070248246,9,6.79091526446842,21,15.8454689504263,8,6.03636912397193,1,0.754546140496491,23,17.3545612314193,78,58.8545989587263,18,13.5818305289368,127,95.8273598430544,195,147.136497396816,139,104.881913529012,"Aura Minerals","Northern America","Mining","Canada",2014,0,5.04721574211018,0,26.4807539887552,8.18928721022048,0,11.8145519384105,1.57630562456941,13.2078084124708,2.41761165525555,6.30560689665566,5.70666067741894,2.92878231022618,4.92572067734326,1.61382192669645,18.4942433438234,7.20054025901233,7.87636795894032,1.93120038396101,11.9443793354334,12.8317320000348
"Bashneft_2013",2282,21227,1,0.471098129740425,0,0,57,26.8525933952042,14,6.59537381636595,2,0.94219625948085,17,8.00866820558722,32,15.0751401516936,64,30.1502803033872,88,41.4566354171574,4,1.8843925189617,8,3.7687850379234,27,12.7196495029915,2,0.94219625948085,2,0.94219625948085,5,2.35549064870212,156,73.4913082395063,11,5.18207942714467,289,136.147359494983,184,86.6820558722382,187,88.0953502614595,"Bashneft","Europe","Energy","Russian Federation",2013,0,1.57560536651873,0,8.97514515831787,3.97674012541346,2.54388996960487,4.644382619403,10.4977137632479,9.42428227610256,14.7588419335174,3.14950612715419,3.16705135316482,2.35102442049444,0.768838933160953,2.01516766330693,2.51017681578314,8.99126207685404,3.00518875373135,2.74376580302964,7.03675413803656,10.777987233152
"BekaertSA_2013",163,1405,0,0,0,0,7,49.8220640569395,5,35.5871886120996,0,0,3,21.3523131672598,3,21.3523131672598,1,7.11743772241993,1,7.11743772241993,0,0,0,0,3,21.3523131672598,0,0,0,0,0,0,1,7.11743772241993,0,0,20,142.348754448399,19,135.231316725979,5,35.5871886120996,"Bekaert SA","Europe","Metals Products","Belgium",2013,0,0,0,16.6524048689429,21.4576163299826,0,12.3826221304669,14.8688814536785,2.22474688472897,2.53385585346792,0,0,3.94663466776081,0,0,0,0.870779816157408,0,2.86874197199375,10.9779298378228,4.35389908078704
"BekaertSA_2014",283,1337,0,0,0,0,9,67.3148840688108,5,37.397157816006,0,0,3,22.4382946896036,1,7.4794315632012,3,22.4382946896036,0,0,0,0,0,0,3,22.4382946896036,0,0,1,7.4794315632012,0,0,3,22.4382946896036,0,0,16,119.670905011219,22,164.547494390426,10,74.794315632012,"Bekaert SA","Europe","Metals Products","Belgium",2014,0,0,0,22.499162257483,22.5489535853594,0,13.012403959092,5.20837158873556,7.01369343241033,0,0,0,4.14736103829764,0,15.9969947602903,0,2.74520338452018,0,2.41171725992593,13.3577849579617,9.15067794840059
"BellzoneMining_2017",2361,13942,0,0,0,0,5,3.58628604217472,1,0.717257208434945,0,0,0,0,0,0,5,3.58628604217472,2,1.43451441686989,0,0,0,0,0,0,0,0,0,0,0,0,23,16.4969157940037,7,5.02080045904461,14,10.0416009180892,59,42.3181752976617,116,83.2018361784536,"Bellzone Mining","Europe","Mining","United Kingdom of Great Britain and Northern Ireland",2017,0,0,0,1.19867147779909,0.43247670267717,0,0,0,1.12099030736057,0.510696811665819,0,0,0,0,0,0,2.01830797296849,2.9116599400646,0.202367503188628,3.43534301469365,10.1792923854063
"BinaniZinc_2013",1346,11156,1,0.896378630333453,2,1.79275726066691,71,63.6428827536752,16,14.3420580853352,0,0,18,16.1348153460022,11,9.86016493366798,61,54.6790964503406,18,16.1348153460022,9,8.06740767300108,8,7.17102904266762,23,20.6167084976694,8,7.17102904266762,1,0.896378630333453,11,9.86016493366798,54,48.4044460380064,11,9.86016493366798,169,151.487988526354,108,96.8088920760129,61,54.6790964503406,"Binani Zinc","Asia","Metals Products","India",2013,0,2.99797195366557,6.7302323203628,21.2718415164345,8.6476732717463,0,9.35689356040123,6.86621736783201,17.0914245030205,5.74410313142736,13.4835760812549,6.02608453510484,3.81066987237632,5.85161134249106,1.91717300058337,10.5076865535123,5.92202085441579,5.7181016202452,3.05292415534267,7.85883958403892,6.68969022443265
"BougainvilleCopperLimited_2017",1795,11502,0,0,0,0,3,2.60824204486176,7,6.08589810467745,1,0.869414014953921,0,0,0,0,2,1.73882802990784,1,0.869414014953921,0,0,0,0,0,0,0,0,0,0,0,0,41,35.6459746131108,0,0,5,4.3470700747696,45,39.1236306729264,228,198.226395409494,"Bougainville Copper Limited","Oceania","Mining","Papua New Guinea",2017,0,0,0,0.871772443582413,3.66954715015439,2.34738099394899,0,0,0.543517540087672,0.309517255618364,0,0,0,0,0,0,4.36109122846005,0,0.0876061222102942,3.1760133889591,24.2519219533876
"BPCL_2013",1472,18307,1,0.546239143497023,1,0.546239143497023,60,32.7743486098214,12,6.55486972196428,0,0,17,9.28606543944939,36,19.6646091658928,33,18.0258917354018,27,14.7484568744196,8,4.36991314797618,6,3.27743486098214,23,12.5635003004315,15,8.19358715245535,9,4.91615229147321,6,3.27743486098214,65,35.5055443273065,23,12.5635003004315,179,97.7768066859671,99,54.0776752062053,123,67.1874146501338,"BPCL","Asia","Energy","India",2013,0,1.82691730568051,2.05064925345407,10.9544181417872,3.95231781639271,0,5.38517014595878,13.6936331080472,5.63447803083294,5.25055016121186,7.30371623544021,2.75415137953909,2.32216272989732,6.68602612424519,10.5146576692289,3.49266553353113,4.34391034634704,7.28581843276777,1.97048741532356,4.3899663079465,8.22001496308748
"BPCL_2018",3357,20680,9,4.35203094777563,0,0,65,31.431334622824,7,3.38491295938104,6,2.90135396518375,26,12.5725338491296,34,16.4410058027079,26,12.5725338491296,18,8.70406189555126,6,2.90135396518375,6,2.90135396518375,25,12.0889748549323,17,8.22050290135397,2,0.967117988394584,17,8.22050290135397,111,53.6750483558994,13,6.2862669245648,196,94.7775628626692,128,61.8955512572534,121,58.5106382978723,"BPCL","Asia","Energy","India",2018,0,14.555530756085,0,10.5055324306177,2.04096379695724,7.83353274441042,7.29105716353895,11.4488469864962,3.92988412471708,3.09870476471004,4.84921904456735,2.43811650412099,2.23445426668437,6.70798956918589,2.06847021223483,8.76034715248247,6.56685039791241,3.64552858176948,1.91004391742659,5.02461290347665,7.15845854186848
